PROVNUM,STATE,RESTOT,BEDCERT,OVERALL_RATING,TOTHRD,PTHRD,WEIGHTED_ALL_CYCLES_SCORE
106077,FL,30.1,72,5,5.28366,0.13526,14.4
106079,FL,117.5,120,4,3.74489,0.10184,11.2
106080,FL,24.1,27,5,6.87303,0.42016,30.4
106081,FL,82,90,4,3.72339,0.08152,27.2
106082,FL,22.7,36,5,5.53416,0.62009,17.6
106083,FL,68.1,72,4,5.65034,0.3828,40.8
106084,FL,109.7,133,4,4.15598,0.11202,45.6
106085,FL,70.2,95,5,5.33138,0.14283,28
106086,FL,116.8,120,5,4.17634,0.13907,20.8
106088,FL,117.7,120,5,5.48881,0.0535,13.6
106089,FL,93.2,120,4,3.78064,0.13601,34.4
106090,FL,39.7,45,2,5.38012,0.20384,60
106091,FL,109.9,120,5,6.2571,0.36655,10.4
106092,FL,76,120,5,3.36686,0.19214,1.6
106093,FL,67.3,120,5,6.6236,0.34555,31.2
106094,FL,214.2,223,5,4.95511,0.15448,29.6
106095,FL,55.8,68,5,5.1183,0.33967,20.8
106096,FL,34.2,40,5,4.6889,0.06514,22.4
106097,FL,23.6,24,4,4.64085,0.26366,45.6
106098,FL,89.9,120,2,5.00619,0.19308,202.8
106099,FL,113,120,4,4.89811,0.44607,40
106100,FL,140.3,148,5,4.4002,0.08986,30.4
106101,FL,18.8,33,3,6.87919,0.40536,41.6
106102,FL,98.3,120,2,4.1847,0.18827,90.4
106103,FL,61.8,126,4,3.86076,0.14805,20
106104,FL,35.1,40,5,4.94076,0.40196,1.6
106105,FL,23.3,18,5,5.80495,0.63738,21.6
106106,FL,110,120,4,4.59466,0.2686,35.2
106107,FL,12.4,23,5,,,14.4
106108,FL,48.3,44,5,4.64279,0.27286,16.8
106109,FL,20.6,30,2,,,61.6
106110,FL,,36,5,,,13.6
106111,FL,58.7,60,5,4.922,0.25791,7.2
106112,FL,89.2,179,,6.31594,0.20415,.
106113,FL,,18,,,,.
106114,FL,44.9,120,,5.29276,0,.
106115,FL,,120,,,,.
106116,FL,,158,,,,.
10A436,FL,21.5,22,4,4.33085,0,34.4
115002,GA,128.8,150,4,4.67749,0.26087,20
115004,GA,178,238,5,4.39207,0.05156,12
115005,GA,160.9,165,3,3.31754,0.04266,11.2
115012,GA,66.4,73,4,3.89943,0.1229,12
115020,GA,91.1,104,2,2.79687,0.14397,44
115022,GA,93.3,96,5,4.65235,0.19662,16
115025,GA,205.8,225,1,3.56443,0.0475,55.2
115039,GA,102.7,107,5,5.53898,0.02486,6.4
115040,GA,116.9,125,3,3.50969,0.16043,24.8
115044,GA,83,99,1,3.56761,0.12432,59.2
115045,GA,118.6,166,5,3.66407,0.01201,9.6
115090,GA,108.3,144,1,3.57985,0.05043,251.2
115099,GA,76,84,3,2.6311,0.10179,28
115104,GA,82.7,112,5,3.44015,0.07258,3.2
115106,GA,101.4,105,5,4.08422,0.01269,0
115110,GA,129.8,179,1,3.90662,0.14834,68.8
115115,GA,112.8,138,2,4.09746,0.16015,28.8
115120,GA,102.9,120,4,3.47114,0.13475,9.6
115124,GA,131.3,210,4,3.67508,0.05769,3.2
115129,GA,209.2,220,1,3.012,0.04084,46.4
115132,GA,83.8,100,3,3.48631,0.15248,12.8
115138,GA,88.3,143,1,3.71152,0.0775,297
115144,GA,135.6,152,5,3.10922,0.04974,3.2
115145,GA,121.4,170,2,3.18559,0.18691,392.6
115146,GA,175.5,200,2,4.81746,0.06659,162
115147,GA,92.4,100,3,3.50862,0.11793,14.4
115150,GA,93.3,193,2,3.30063,0.07739,52.8
115206,GA,130,154,5,4.13478,0.14862,7.2
115246,GA,114,140,3,3.70954,0.2146,24
115258,GA,169.2,182,5,3.86793,0.07315,20
115262,GA,98.8,101,3,3.76884,0,14.4
115264,GA,58.2,60,5,3.78108,0.04641,10.4
115265,GA,160.1,174,3,3.74392,0,12.8
115266,GA,148.8,156,2,3.32089,0.01471,22.4
115270,GA,193.1,240,3,3.94909,0.13383,36.8
115271,GA,,127,3,,,6.4
115272,GA,63.2,80,2,3.51452,0.02273,81.6
115273,GA,227.9,246,1,3.43465,0.05469,286
115275,GA,128.2,138,5,4.14022,0.1576,6.4
115276,GA,111.4,119,3,3.6088,0.08733,16.8
115277,GA,135.4,150,4,3.52584,0.10141,8.8
115279,GA,93.1,100,4,3.23806,0.10839,19.2
115280,GA,109.6,120,1,2.84295,0.04215,19.2
115283,GA,111.9,117,5,3.51668,0.25637,7.2
115287,GA,87.9,100,1,4.13665,0.05636,601
115288,GA,200.1,228,1,3.76734,0.04091,140.6
115289,GA,103.9,116,4,3.3841,0.04288,8.8
115290,GA,74,100,4,3.86149,0.05421,14.4
115291,GA,108.8,120,1,3.54071,0.07407,645.2
115293,GA,76.1,122,3,3.11168,0.07951,12.8
115294,GA,44,50,5,4.14017,0.45039,1.6
115295,GA,56.1,66,3,5.05743,0.55231,20.8
115296,GA,52.6,60,5,6.54242,0,6.4
115298,GA,93.6,120,1,2.66198,0.0519,28.8
115304,GA,80.7,100,1,2.94193,0.07326,98.8
115308,GA,76.1,100,3,3.97815,0.08655,3.2
115313,GA,146.1,157,5,3.72086,0.16023,0
115314,GA,114.4,124,3,3.35037,0.17013,12.8
115319,GA,92.2,100,3,3.55464,0.05101,4.8
115321,GA,66.9,110,5,2.97013,0.08589,8
115322,GA,93.8,100,2,3.9151,0.14193,40
115324,GA,71.4,100,4,3.07696,0.10558,16
115325,GA,40.3,47,4,3.26835,0.05434,0
115326,GA,88.6,100,5,3.16333,0.10948,5.6
115327,GA,,100,1,,,114.4
115329,GA,113.1,119,3,2.80079,0,16
115330,GA,104.9,120,3,3.3883,0.07446,36
115334,GA,79.5,100,2,3.50337,0.04195,32.8
115336,GA,136.7,149,3,3.66241,0.08117,12
115338,GA,82.5,88,5,3.62246,0.0433,0
115339,GA,114.2,120,5,3.18959,0.11012,2.4
115340,GA,81,100,1,2.7332,0.04094,40
115341,GA,96.7,102,3,3.43758,0.03538,12.8
115343,GA,97.6,108,5,,,9.6
115345,GA,158.1,181,3,3.64642,0.07413,8.8
115346,GA,108.2,121,3,3.51509,0.13572,14.4
115347,GA,119.3,163,2,3.63099,0.16587,22.4
115348,GA,91.8,100,5,2.91286,0.09081,7.2
115350,GA,57.5,67,4,,,16
115351,GA,130.2,170,4,4.37612,0.0503,17.6
115353,GA,67.3,73,5,3.95323,0.26704,0
115354,GA,90.3,138,1,3.09337,0.08286,346
115356,GA,124.6,149,4,3.7726,0.02884,16.8
115357,GA,47.6,50,4,3.17505,0.04611,3.2
115358,GA,49,50,5,3.43606,0.12759,0
115360,GA,144.3,179,3,3.77705,0.13703,22.4
115361,GA,91.6,103,4,3.196,0.0423,8
115362,GA,85.5,100,1,3.66609,0.10621,49.6
115363,GA,86.2,100,5,4.0744,0.12911,8
115364,GA,82.5,100,3,3.54323,0.03179,9.6
115365,GA,114.6,150,3,3.39487,0.06386,24.8
115368,GA,107.4,159,4,3.49378,0.07193,11.2
115369,GA,58.9,60,4,3.22663,0.06535,16
115373,GA,79.3,90,3,3.41467,0.06374,16
115374,GA,78,82,3,3.40214,0.07985,24
115375,GA,142.4,159,1,3.26769,0.09832,72
115376,GA,98.4,126,1,2.55944,0.07316,90.4
115377,GA,83.2,98,2,3.50748,0.03776,24.8
115379,GA,75.8,83,3,3.24136,0.051,6.4
115381,GA,65.1,116,1,3.24458,0.04237,13.6
115382,GA,72.2,81,3,2.92879,0.03512,14.4
115384,GA,39.5,42,2,3.69793,0.25736,24
115385,GA,67.1,79,2,3.43098,0.02135,38.4
115387,GA,97.2,144,4,3.40523,0.08223,6.4
115391,GA,71.7,90,3,3.45463,0.05191,24.8
115393,GA,126.9,148,3,3.97692,0.17028,33.6
115394,GA,113.5,122,1,3.29393,0.12324,220.2
115395,GA,92.4,100,5,3.2847,0.11264,0
115396,GA,59.4,61,1,2.72578,0,29.6
115397,GA,60,71,1,2.91275,0.04742,20.8
115401,GA,51.3,60,3,3.2874,0.14202,16
115403,GA,112.6,120,3,3.77853,0.12513,14.4
115404,GA,69.2,86,4,2.80729,0.05823,10.4
115406,GA,89,94,4,3.48599,0.01679,0
115409,GA,106.5,120,3,2.89415,0.08059,17.6
115410,GA,95.3,104,4,3.95812,0.18824,9.6
115411,GA,106.1,120,2,2.69725,0.03438,672.8
115412,GA,88.1,100,3,3.22792,0.07997,17.6
115413,GA,,131,1,,,487.6
115414,GA,82,90,4,3.34316,0,3.2
115418,GA,68.1,72,3,3.39515,0.04566,17.6
115419,GA,133.4,148,4,3.70926,0.19649,6.4
115421,GA,124.3,171,4,2.99648,0.06895,6.4
115422,GA,220.7,268,2,3.3202,0.06207,27.2
115423,GA,124.9,150,2,2.68857,0.08843,39.2
115424,GA,92.7,100,4,2.94268,0.09126,4.8
115427,GA,45.3,52,1,3.18498,0.09067,43.2
115428,GA,145.2,151,5,3.61419,0.06455,4.8
115429,GA,66.9,100,4,4.46746,0.08761,19.2
115430,GA,156.8,160,3,4.03857,0.05766,37.6
115431,GA,96,120,4,3.02778,0.08483,3.2
115435,GA,86.6,92,3,3.73058,0.06437,16
115436,GA,78.3,100,4,3.13599,0.06259,9.6
115443,GA,108.9,122,4,3.31702,0.0541,9.6
115447,GA,107.2,117,3,3.61492,0.06002,4.8
115449,GA,102.5,117,5,3.28596,0.06832,0
115452,GA,103.8,112,1,3.26442,0.04866,174.4
115455,GA,56.4,62,3,3.20276,0.11691,16
115457,GA,69.1,70,3,3.21063,0.06784,16.8
115459,GA,,85,1,,,116
115460,GA,135,155,3,3.81513,0.20459,31.2
115461,GA,111.5,124,4,3.46457,0.11559,10.4
115463,GA,142.7,210,5,3.68073,0.08604,8
115466,GA,54.5,58,4,3.5177,0.12708,12.8
115467,GA,88.7,122,1,3.03678,0.03435,43.2
115468,GA,93.3,101,4,3.35436,0.11424,8
115469,GA,161.9,173,4,3.35485,0.04324,18.4
115471,GA,90.9,100,4,3.14922,0.04388,0
115473,GA,168.3,182,1,3.88843,0.06727,44
115474,GA,87.5,104,5,3.57406,0.14311,0
115477,GA,91,100,3,3.32675,0.07472,11.2
115478,GA,100.5,110,2,4.14414,0.03698,36
115479,GA,70,75,1,2.71103,0.08608,38.4
115480,GA,58.2,64,5,3.45042,0.05296,0
115481,GA,76.4,85,4,2.97439,0.17517,4.8
115482,GA,75.1,103,2,3.07942,0.14585,293.2
115483,GA,66.7,74,4,3.15319,0.05246,15.2
115484,GA,88.8,110,1,2.63542,0.08536,25.6
115486,GA,,172,4,,,8
115487,GA,217.9,271,4,3.84793,0.17492,14.4
115488,GA,63.1,71,5,3.20475,0.07112,1.6
115490,GA,96.2,107,1,4.29787,0.13615,186.4
115491,GA,61.6,76,4,3.14146,0.03946,12
115492,GA,123.4,135,4,2.72133,0.13689,4.8
115494,GA,112.1,133,3,3.32871,0.03107,9.6
115495,GA,96.4,105,3,2.96362,0.02651,8
115496,GA,26.5,29,3,3.53426,0.09914,13.6
115498,GA,175.7,188,2,3.82598,0,27.2
115501,GA,64,68,5,3.55718,0.11036,4.8
115502,GA,56.3,60,3,2.67175,0.13977,6.4
115503,GA,61.7,72,4,3.2119,0.12698,0
115504,GA,122.3,165,2,4.14466,0.13828,644
115505,GA,65,68,5,3.03282,0.034,1.6
115506,GA,73.2,82,1,3.6802,0.10273,175.4
115507,GA,68,78,3,3.37632,0.11086,26.4
115508,GA,86,100,5,3.28288,0.12952,1.6
115509,GA,93.6,104,3,3.49699,0.14203,13.6
115512,GA,93.7,120,1,3.17943,0.04338,16
115513,GA,80.2,88,3,2.52696,0,5.6
115515,GA,87.5,100,3,3.85086,0.06416,21.6
115516,GA,133,152,1,3.33948,0.06014,81.6
115520,GA,74.7,100,3,3.93087,0.09414,39.2
115521,GA,,130,5,,,0
115522,GA,78.4,89,2,3.28813,0.02836,171
115523,GA,82.7,100,1,2.91782,0.04357,43.2
115524,GA,54.7,50,2,3.14872,0.09134,36.8
115525,GA,277.6,388,1,3.5731,0.04882,48
115528,GA,78.4,90,3,3.40795,0.08753,30.4
115529,GA,62.4,69,3,3.22962,0.05972,13.6
115530,GA,,73,1,,,865.8
115531,GA,111.8,128,1,3.64721,0.07712,32.8
115532,GA,59.1,65,5,3.34291,0.10132,7.2
115533,GA,82.9,103,2,3.08937,0.0448,12
115534,GA,64.6,107,5,3.43563,0.08035,0
115535,GA,223,242,2,3.30391,0.1113,163.2
115536,GA,125.7,163,1,3.23472,0.05831,46.4
115537,GA,120.3,148,1,3.05757,0.06602,28
115538,GA,178.9,208,1,3.07063,0.03823,34.4
115539,GA,104.6,116,1,2.92653,0.08207,30.4
115540,GA,104,110,1,2.73344,0.01536,44
115541,GA,64.8,102,1,2.6573,0.03358,74.8
115542,GA,177.9,206,2,2.6094,0.06904,32.8
115543,GA,72.4,74,1,2.82409,0.08296,22.4
115544,GA,77.8,128,1,2.88042,0.0407,40
115545,GA,117.1,129,2,3.71346,0.11531,21.6
115546,GA,31,40,3,4.0077,0,12.8
115547,GA,72.5,101,4,3.39564,0.05451,17.6
115550,GA,93,100,3,3.20219,0.07386,13.6
115551,GA,83.5,87,5,3.89524,0,4.8
115552,GA,77.5,106,4,4.43765,0.07199,8.8
115553,GA,113.8,169,1,2.94223,0.0679,219.4
115554,GA,44.2,60,4,3.27987,0.12447,9.6
115555,GA,103.8,118,1,3.07928,0.07262,34.4
115556,GA,123,133,5,3.98139,0.06602,1.6
115558,GA,63.4,71,4,2.89262,0.07483,8.8
115559,GA,78.8,89,4,3.77975,0,4.8
115560,GA,54.6,60,5,3.19427,0.02358,7.2
115561,GA,123.9,144,1,2.94769,0.11397,36
115562,GA,84.1,100,3,3.29373,0.03598,14.4
115563,GA,187.2,196,1,3.33585,0.04745,23.2
115564,GA,79.7,102,1,2.87454,0.03233,407.8
115565,GA,129.7,149,1,3.31188,0.07168,55.2
115566,GA,125.9,210,3,3.16919,0.0489,16.8
115568,GA,62.2,143,2,4.64226,0.03332,205.4
115569,GA,98.5,109,1,2.93943,0.07955,40
115570,GA,74.8,83,3,3.6914,0.13749,22.4
115571,GA,115,118,3,2.92609,0.06087,12
115573,GA,187.5,200,3,3.57919,0.07875,19.2
115575,GA,76.1,92,2,2.75271,0.08256,9.6
115576,GA,98,100,4,2.98706,0.04952,11.2
115577,GA,54.4,62,4,2.85386,0.09902,9.6
115578,GA,89.8,98,2,3.2291,0.06728,16.8
115579,GA,82.3,100,2,3.14833,0.04643,20
115580,GA,93.5,109,1,3.00137,0.1563,31.2
115582,GA,94.5,125,2,3.77644,0.05339,63.2
115584,GA,109.2,117,5,3.27825,0.06598,9.6
115585,GA,173.2,186,1,3.12699,0.07631,94
115586,GA,93.3,102,2,3.23724,0.08015,77.6
115587,GA,48.2,60,5,2.64258,0.04411,4.8
115588,GA,66.7,71,2,3.60792,0.20195,21.6
115592,GA,51.3,62,2,2.89067,0.12423,25.6
115593,GA,58.2,63,3,3.73397,0.07703,16
115595,GA,80.5,104,1,2.78607,0.09912,149.4
115596,GA,112.3,136,1,3.45568,0.16778,95.6
115597,GA,79,92,2,2.88074,0.08361,19.2
115598,GA,67.6,87,4,3.47468,0.10534,6.4
115599,GA,61.9,70,4,3.8541,0.05164,16.8
115600,GA,90.2,117,2,2.90478,0.11904,28.8
115601,GA,33.9,60,1,3.72807,0.09327,24
115603,GA,67.9,79,2,3.16771,0.10506,32.8
115604,GA,58.3,63,1,2.69252,0.05102,25.6
115605,GA,67.9,92,4,3.44192,0.10898,14.4
115606,GA,83,100,2,3.26714,0,16.8
115607,GA,72.3,75,1,2.86725,0.05234,79.2
115608,GA,61,83,2,3.50273,0.09306,30.4
115610,GA,8.2,11,5,7.89152,0.68192,10.4
115611,GA,114.5,168,4,3.48894,0.13223,3.2
115612,GA,112.4,126,1,3.51308,0.17464,45.6
115613,GA,83.4,104,1,3.31471,0.10645,195
115614,GA,58.4,60,4,3.82767,0.07504,4.8
115615,GA,213.2,254,5,4.27398,0.04346,0
115616,GA,66.2,78,1,2.90401,0.11345,38.4
115617,GA,68.9,78,1,2.86268,0.09574,38.4
115618,GA,75.2,99,4,3.55691,0.11448,12.8
115619,GA,111.6,160,3,3.34415,0.06716,16
115621,GA,90.6,100,1,3.55991,0.0681,56
115622,GA,88.1,100,1,2.841,0.0514,71.6
115623,GA,,101,1,,,160.8
115624,GA,122.4,134,4,3.43903,0.05753,20
115625,GA,175.4,186,2,3.91922,0.06011,36
115626,GA,66.8,73,2,,,20.8
115627,GA,57.9,60,5,3.57828,0.06114,2.4
115628,GA,215.9,250,4,3.42225,0.04302,6.4
115629,GA,107.8,117,3,3.48548,0.08267,21.6
115630,GA,75.6,92,1,1.51579,0.09306,69.6
115631,GA,63.9,100,4,3.37681,0.11739,7.2
115633,GA,43.9,50,2,3.52789,0.09634,46.4
115635,GA,66.3,92,1,2.93064,0.02675,588.2
115636,GA,80.1,143,2,3.15848,0.10661,37.6
115638,GA,90.6,100,1,3.21246,0.09402,24
115640,GA,8.3,11,4,7.68799,0.40465,4
115641,GA,141.5,284,3,3.73084,0.06192,35.2
115642,GA,75.8,89,4,2.80169,0.067,0
115643,GA,156.1,167,4,3.4946,0.10348,4.8
115644,GA,50.2,64,3,3.83562,0,14.4
115645,GA,81.7,89,4,3.48132,0.20441,16.8
115647,GA,137.4,146,1,3.62984,0.09374,112.2
115649,GA,6.4,15,5,10.21497,0.63916,5.2
115651,GA,67.2,75,2,3.12238,0.07102,16.8
115652,GA,70.2,82,2,3.09216,0.10379,19.2
115654,GA,108,167,1,3.02217,0.05741,312.6
115655,GA,85.3,95,3,3.18845,0.08206,28.8
115656,GA,68.3,92,5,3.21536,0.02921,0
115657,GA,54.7,66,4,,,11.2
115658,GA,89.5,113,2,2.92016,0.05338,24.8
115659,GA,81.2,125,4,4.5582,0.2814,36
115660,GA,118.9,137,4,3.81652,0.13967,11.2
115663,GA,89.5,100,4,4.50125,0.27317,4.8
115665,GA,100.7,108,5,3.79082,0,0
115667,GA,53.7,59,5,3.7438,0.10875,0
115668,GA,53,60,1,2.93329,0.04082,22.4
115670,GA,89.9,102,2,,,24
115671,GA,54.7,59,4,3.47758,0.07443,6.4
115672,GA,82,126,3,3.52652,0.05289,18.4
115673,GA,82.3,89,3,3.76833,0.26531,15.2
115674,GA,71.6,90,3,,,16
115675,GA,53.7,55,5,4.50271,0.01702,1.6
115676,GA,143.6,178,3,3.70156,0.13124,16
115677,GA,51.4,60,5,3.54169,0.17002,4.8
115679,GA,88.2,98,2,2.9114,0.03717,12.8
115680,GA,36.3,40,4,,,15.2
115681,GA,118.1,143,3,2.77924,0.02688,12
115682,GA,175.9,250,2,4.68176,0.27353,45.6
115683,GA,85.1,100,1,3.77216,0.13364,249.8
115684,GA,63.5,78,2,3.95732,0.13188,48
115685,GA,41.3,60,2,2.98835,0.08757,24
115686,GA,49.9,67,4,3.27616,0.09832,14.4
115687,GA,57.6,64,4,4.38442,0.10899,4.8
115688,GA,92.9,117,3,2.6691,0.06959,0
115689,GA,92.3,102,1,2.89952,0.08285,36.8
115690,GA,30.7,32,5,4.49909,0.15586,12
115691,GA,45.8,56,2,2.47934,0,220.4
115692,GA,84.2,100,1,3.07511,0.08164,351.2
115693,GA,54,64,2,3.0021,0.04684,14.4
115694,GA,43.3,60,4,6.70405,0,16.8
115695,GA,143.3,150,5,4.13902,0.03872,0
115696,GA,53.2,60,4,3.27024,0.13376,8
115697,GA,117.3,120,3,3.70226,0.06372,26.4
115700,GA,81.1,100,3,3.38146,0.09666,24
115701,GA,109.3,112,1,3.3385,0.02259,45.6
115702,GA,59,60,4,3.98759,0.01729,8.8
115703,GA,42,62,2,2.85202,0.07608,105.4
115704,GA,47.7,49,4,4.49561,0.06223,1.6
115705,GA,154.2,168,5,3.31232,0.02727,0
115706,GA,42.3,44,2,3.32953,0.12127,36.8
115707,GA,56.2,62,3,,,19.2
115708,GA,72.2,75,5,4.04157,0.05322,2.4
115709,GA,99.9,116,4,3.21932,0.10446,9.6
115710,GA,66,70,3,3.27766,0.05142,9.6
115711,GA,99,107,2,3.27317,0.0345,19.2
115712,GA,57.5,75,4,4.36034,0.05159,27.6
115713,GA,27.5,30,4,4.19669,0,24
115714,GA,154.4,167,2,3.56214,0.07713,22.4
115715,GA,17.2,23,5,4.74566,0,11.2
115716,GA,28.4,40,5,5.50289,0.15503,2.4
115717,GA,86.6,100,4,3.39637,0.1583,11.2
115718,GA,13.6,20,5,6.90827,0,20
115719,GA,92.2,100,4,3.53657,0.03713,9.6
115720,GA,90.4,100,2,,,21.6
115721,GA,172,200,2,4.29851,0.04635,244.2
115722,GA,58.9,66,4,4.55821,0.50642,8
115723,GA,62.8,64,5,5.30435,0.32601,3.2
115724,GA,51.1,60,5,4.66955,0.31797,0
115725,GA,47.3,50,5,5.05821,0.71424,0
115726,GA,70.1,75,5,4.22099,0.2427,0
115727,GA,66.2,131,,3.51097,0.05116,.
115728,GA,47.6,100,4,3.67897,0,0
115729,GA,41.1,73,,3.99959,0.14341,.
115730,GA,56.8,85,,3.54882,0.15171,.
115731,GA,16.8,25,,6.49578,0.42553,.
115732,GA,20.4,280,,4.76485,0,.
115771,GA,132.8,144,1,3.11652,0.08781,25.6
11A186,GA,29.8,66,5,,,0
11A200,GA,,56,5,,,8
125002,HI,31,35,5,6.06774,0,28.8
125003,HI,74.5,105,2,5.84167,0.01917,116
125004,HI,92.6,110,5,4.19659,0.07287,24.8
125007,HI,216.4,254,2,4.82534,0.07144,96.4
125009,HI,107.8,158,5,4.10749,0.07078,21.6
125010,HI,99.8,155,2,4.35595,0.07808,142.6
125011,HI,267.8,288,4,4.1224,0.06887,76
125013,HI,92.9,100,5,4.55488,0.13218,26.4
125014,HI,72.5,91,5,5.58348,0.06027,44.8
125015,HI,96.4,107,2,4.07425,0.1103,153.4
125019,HI,173.1,182,2,,,114.8
125020,HI,98.8,108,4,3.67839,0.09453,59.2
125021,HI,,20,4,,,28.8
125023,HI,9.2,10,3,,,50.4
125024,HI,69.9,75,4,2.73986,0.09115,36
125026,HI,164.5,187,2,3.57427,0.04807,215.8
125028,HI,,16,2,,,48.8
125029,HI,44.9,66,2,4.5078,0.07302,200.4
125030,HI,,6,1,,,120.6
125031,HI,18.4,24,4,4.19274,0.15102,62.4
125032,HI,65.2,66,4,4.30343,0,20
125033,HI,40.5,44,4,3.86184,0.10604,60.8
125038,HI,122.2,141,5,3.91997,0.08928,30.4
125040,HI,223,252,3,3.42002,0.11792,92
125041,HI,85.5,92,4,3.52517,0.05326,81.6
125042,HI,71.8,82,5,4.26988,0.07786,34.4
125043,HI,116.2,122,4,3.87954,0.07606,59.2
125045,HI,104.8,120,5,3.96014,0.20298,16.8
125046,HI,79.1,93,5,3.98274,0.09564,36.8
125047,HI,38.1,32,5,,,11.2
125048,HI,77.8,104,4,4.10514,0.15455,90.4
125050,HI,39.7,40,4,3.06257,0.03978,48
125051,HI,98.8,120,5,4.22371,0.33434,28
125052,HI,87.6,94,4,3.6773,0.22962,32.8
125055,HI,13.9,20,5,6.88541,0.49124,40
125056,HI,76.7,90,5,3.94668,0.06386,48
125057,HI,25.3,30,5,9.6418,0.29262,49.6
125058,HI,86.8,95,5,3.72558,0.07557,16
125059,HI,90.3,95,5,4.16316,0.14857,16
125061,HI,50.1,53,5,3.86766,0.14138,30.4
125062,HI,70,84,5,3.73933,0.08598,21.6
125063,HI,37.4,41,5,5.47614,0.05459,8
125064,HI,90,119,5,4.99517,0.42259,14.4
125065,HI,,100,1,,,360.4
125066,HI,11.9,49,,,,.
135004,ID,25.6,28,5,6.2624,0.03382,0
135006,ID,19.4,38,4,4.2993,0.20624,116.8
135007,ID,35.8,70,4,4.85719,0,72
135010,ID,39.1,76,2,2.87493,0.28806,184.2
135011,ID,82.1,88,3,3.9782,0.34865,103.8
135014,ID,61.1,71,1,4.344,0.03162,156.8
135015,ID,34.9,80,2,4.04212,0.08134,129.6
135018,ID,46.6,113,5,3.55993,0.18367,12
135019,ID,71.4,100,4,3.63803,0.16065,48.8
135020,ID,48.3,74,4,3.61338,0.13694,41.6
135021,ID,55.3,96,5,,,27.2
135038,ID,74.7,153,4,4.21674,0.14566,98.4
135042,ID,79.3,100,2,,,474
135048,ID,40.6,60,1,2.9641,0.14233,957
135051,ID,52.9,103,3,3.09869,0.08956,43.2
135052,ID,25.2,117,5,,,11.2
135053,ID,68.2,80,5,,,37.6
135055,ID,62.5,73,5,6.09329,0.1635,17.6
135056,ID,32.3,36,3,4.30661,0.12537,127.6
135058,ID,34.1,50,1,2.67996,0.11667,300.8
135059,ID,30.6,35,5,6.24955,0.0724,34.4
135060,ID,21.3,30,4,6.91343,0,23.2
135062,ID,26,33,4,5.38774,0,72
135064,ID,39.5,46,5,5.10432,0.02306,38.4
135065,ID,63.8,68,5,,,4.8
135066,ID,17.8,20,4,4.98883,0,53.6
135067,ID,52.3,64,5,2.89907,0.09119,15.2
135068,ID,74.5,86,5,3.98697,0.18214,24.8
135069,ID,27.5,32,3,5.24473,0.06806,69.6
135070,ID,35.2,36,4,3.79586,0.03358,61.6
135071,ID,55.1,84,1,,,406.8
135075,ID,62.3,74,2,5.54699,0.13733,207.2
135076,ID,82.1,112,3,3.89568,0.10261,71.2
135077,ID,67,111,1,4.26956,0.10634,324.8
135079,ID,70.3,148,2,4.34344,0.07273,213.6
135080,ID,48.5,60,5,4.11523,0.16739,36
135081,ID,46.5,68,2,,,177
135082,ID,27.4,65,4,3.48866,0.15019,52.8
135084,ID,22,57,1,7.99015,0.11409,313.4
135085,ID,82.6,127,5,4.37722,0.05841,41.6
135087,ID,32.4,49,5,4.13262,0.08157,17.6
135089,ID,42.1,57,4,5.51732,0.17847,59.2
135090,ID,71.3,98,3,3.26992,0.11065,41.6
135091,ID,60.9,109,5,4.27852,0.13392,33.6
135092,ID,38.8,113,2,3.68146,0.05626,230.8
135093,ID,43.1,70,3,,,43.2
135094,ID,52.6,120,1,4.24803,0.13167,683.6
135095,ID,19.2,40,5,4.54819,0.09748,50.4
135097,ID,28.7,38,5,4.08067,0.03265,29.6
135098,ID,91.5,120,4,3.86079,0.30193,100.6
135102,ID,36.4,43,4,4.3097,0.07851,85.6
135103,ID,53.6,127,4,4.16443,0.10267,72
135104,ID,65.1,116,4,4.24564,0.15289,102.4
135105,ID,49.5,119,5,4.24661,0.18074,27.2
135110,ID,54.4,66,2,4.63212,0.12662,160
135111,ID,28.5,29,4,6.34265,0.06751,57.6
135113,ID,68.8,116,4,4.37193,0.09892,78.4
135114,ID,16.4,20,5,,,30.4
135116,ID,46.7,63,5,3.72079,0,29.6
135122,ID,82,120,4,4.29918,0.26533,112.4
135123,ID,97.7,120,5,4.08087,0.13055,32
135125,ID,93,139,3,4.13955,0.09666,76
135127,ID,84.5,124,5,4.24259,0.13118,66.4
135128,ID,87.3,121,5,4.18772,0.07396,21.6
135129,ID,29,45,5,4.32182,0.10517,26.4
135130,ID,41.6,30,2,3.93168,0.4108,38.4
135131,ID,105.5,131,2,4.27783,0.04653,160
135132,ID,58.9,66,4,3.81161,0.12587,25.6
135133,ID,55,66,5,3.73153,0.13669,40.8
135134,ID,31.9,80,5,3.86032,0.09143,10.4
135135,ID,95.9,120,4,4.45983,0.26884,81.6
135136,ID,40.6,41,5,4.08231,0.35692,32.8
135137,ID,26.6,30,4,5.18088,0.50185,57.6
135138,ID,58.8,88,3,4.22441,0,81.6
135139,ID,26.2,30,5,4.58209,0.90255,25.6
135140,ID,36.9,35,2,4.11621,0.56211,130
135141,ID,,16,,,,.
135142,ID,33.9,34,,5.09692,0.53693,.
135143,ID,,60,,,,.
145000,IL,75.3,122,2,3.88126,0.08258,131.2
145004,IL,79.7,88,1,3.097,0.08059,83.2
145006,IL,150,158,4,2.98635,0.08915,46.4
