PROVNUM,STATE,RESTOT,BEDCERT,OVERALL_RATING,TOTHRD,PTHRD,WEIGHTED_ALL_CYCLES_SCORE
305009,NH,117.5,124,5,3.83194,0.15177,0
305016,NH,63.3,70,5,5.48127,0.17168,9.6
305018,NH,79.5,112,1,3.5816,0.14331,79.2
305020,NH,90.9,100,1,3.23021,0.09917,19.2
305022,NH,112.5,156,5,4.84254,0.12151,8
305024,NH,87.8,108,2,3.29193,0.08424,16.8
305030,NH,104.9,114,5,3.58822,0.05831,1.6
305037,NH,81.2,100,2,3.81565,0.17344,19.2
305038,NH,66.4,70,5,3.65433,0.10859,0
305039,NH,88,112,2,3.79115,0.13248,50.4
305040,NH,115.1,120,3,4.04286,0.08284,16.8
305041,NH,62.5,68,3,3.48734,0.12316,13.6
305042,NH,2.6,5,5,,,0
305043,NH,29.5,28,5,,,0
305044,NH,76.4,131,3,4.27678,0.10357,16
305045,NH,165.5,176,2,3.54621,0.09091,28.8
305046,NH,148.6,226,5,5.13432,0.03783,4.8
305047,NH,200.9,215,1,4.52735,0.03918,28
305048,NH,282.4,300,3,3.88631,0.05017,12.8
305049,NH,71.4,78,5,5.63567,0.09983,5.6
305050,NH,106.9,110,3,2.90874,0.09199,14.4
305051,NH,102,106,1,3.5768,0.08735,17.6
305052,NH,142,150,1,3.45038,0.09283,34.4
305053,NH,129.6,135,5,4.87322,0.06227,8
305054,NH,125,150,5,5.2368,0.10759,1.6
305055,NH,99.4,117,2,3.49199,0.0979,16.8
305056,NH,278.8,290,4,4.30079,0.042,3.2
305057,NH,60.9,70,5,4.3334,0.23306,3.2
305058,NH,99.6,110,2,3.94213,0.1129,31.2
305059,NH,97.9,99,4,3.52396,0.06787,4.8
305060,NH,142.1,147,1,3.54639,0.0603,17.6
305061,NH,76.6,82,5,3.38839,0.09188,4
305062,NH,76.8,85,5,3.47409,0.08654,0
305063,NH,48.5,85,5,4.31006,0.15001,1.6
305064,NH,72.1,81,3,3.73468,0.13727,14.4
305065,NH,69.8,72,4,3.33742,0.08707,2.4
305066,NH,69.8,80,5,3.89859,0.11685,2.4
305067,NH,113.8,122,5,3.98956,0.13933,9.6
305068,NH,47.8,52,5,3.46082,0.14722,4.8
305069,NH,42.5,54,5,4.05535,0.1817,8.8
305070,NH,47.7,51,4,3.71375,0.2071,5.6
305071,NH,47.3,51,5,3.66094,0,0
305072,NH,49.2,83,3,4.13835,0.14612,12.8
305074,NH,36.7,40,5,4.79736,0.06468,2.4
305075,NH,83.9,86,3,3.33364,0.09223,7.2
305076,NH,79.4,86,4,3.38969,0.15919,6.4
305077,NH,62,72,3,3.4157,0.10146,14.4
305078,NH,82.4,85,1,3.49084,0.14837,21.6
305079,NH,117.6,126,5,3.87152,0.09162,4.8
305080,NH,90.4,108,4,3.21695,0.08287,12.8
305081,NH,65.6,79,2,3.56216,0.0563,16.8
305082,NH,90.5,102,3,3.53578,0.09065,15.2
305083,NH,88.1,104,4,3.90718,0.07737,7.2
305084,NH,79,87,1,3.13366,0.09244,21.6
305085,NH,23,25,5,4.70474,0.31094,9.6
305086,NH,92.8,102,4,3.81277,0.18774,15.2
305087,NH,100,103,4,,,12
305088,NH,21.5,22,5,4.28421,0.10925,0
305089,NH,20.1,30,5,5.68816,0.75984,12
305091,NH,41,50,3,4.1391,0.2029,16.8
305092,NH,31,33,5,3.40626,0,11.2
305093,NH,133.7,156,2,,,14.4
305094,NH,52.1,57,5,4.91244,0.16902,3.2
305095,NH,54.9,62,3,3.59156,0.18485,16
305096,NH,33.9,35,4,4.39799,0,11.2
305097,NH,51.2,53,5,3.54242,0.19514,11.2
305099,NH,46.9,61,4,4.02755,0.1303,9.6
305100,NH,94.7,101,4,6.50014,0.12492,2.4
305101,NH,93,94,5,4.64781,0,11.2
305102,NH,94.4,100,,5.07847,0.00721,.
3.00E+60,NH,108.1,130,5,3.93402,0,0
3.00E+63,NH,42.5,45,3,3.98804,0.03721,4.8
3.00E+77,NH,66.8,97,5,5.93035,0.04039,0
315001,NJ,183.2,200,3,3.42693,0,31.2
315002,NJ,53.8,64,5,4.5137,0.42488,12
315005,NJ,75.2,106,5,3.47388,0.09193,17.6
315008,NJ,83.3,104,2,,,59.2
315009,NJ,217.6,300,2,3.75635,0.04012,57.6
315010,NJ,180.8,200,5,3.81193,0.10901,7.2
315013,NJ,90.6,108,3,3.16192,0.14347,36
315014,NJ,66.2,84,5,3.49764,0.10569,2.4
315015,NJ,136.2,183,2,3.51785,0.08622,81
315017,NJ,522.1,574,3,3.49686,0.03877,28
315019,NJ,20.1,28,5,6.34407,0,0
315021,NJ,206.7,210,5,3.44954,0.06781,11.2
315022,NJ,46.6,60,5,3.97999,0.1633,6.4
315029,NJ,271.9,303,5,3.57139,0.08935,14.4
315036,NJ,102.3,122,5,3.41682,0.07667,21.6
315037,NJ,100.4,107,4,2.61502,0.05878,10.4
315038,NJ,142.4,152,2,3.56046,0.05671,113.4
315039,NJ,171.8,356,4,3.60026,0,27.2
315042,NJ,177.7,189,5,4.28385,0.31063,5.6
315044,NJ,,159,3,,,24
315047,NJ,106.5,114,2,3.23764,0.07169,40.8
315050,NJ,170.8,215,4,3.21304,0.08402,22.4
315053,NJ,90.7,102,5,3.14857,0.08517,2.4
315054,NJ,153,214,2,3.52188,0.10232,97.6
315056,NJ,90.1,105,3,2.93207,0.07252,31.2
315057,NJ,99.7,113,5,4.65556,0.23839,14.4
315058,NJ,90.3,116,3,3.38824,0.06687,24.8
315060,NJ,188.4,215,3,3.22933,0.07039,25.6
315061,NJ,114.3,167,1,2.92613,0.06227,114
315064,NJ,99.2,114,4,3.1868,0,19.2
315066,NJ,120.6,131,2,3.31961,0.13188,27.2
315068,NJ,137.6,162,2,3.62832,0.10915,58.4
315069,NJ,57.2,60,2,3.15689,0.13438,32
315072,NJ,90.8,99,5,4.25715,0.17549,4
315077,NJ,28.6,34,5,4.58604,0.21105,14.4
315083,NJ,157.7,183,2,3.66338,0.11684,52.8
315085,NJ,95.4,111,5,,,8.8
315087,NJ,92,127,4,3.75789,0.20687,15.2
315091,NJ,176.1,190,4,3.71648,0.09561,20
315092,NJ,105.7,130,5,3.57378,0.21613,9.6
315094,NJ,107.3,114,4,3.43889,0.13947,20.8
315096,NJ,40.6,49,5,5.10298,0.79426,9.6
315101,NJ,103,106,2,3.35879,0.08232,47.2
315103,NJ,114.9,120,5,2.71168,0.1046,12.8
315104,NJ,155.9,177,2,3.34023,0,108.4
315105,NJ,86.9,110,5,3.08096,0.1485,11.2
315106,NJ,74.1,102,3,3.36467,0.13164,30.4
315108,NJ,99.7,119,3,3.26947,0.13509,26.4
315110,NJ,103.4,120,3,4.03554,0.24368,36
315111,NJ,104.2,126,2,,,64
315112,NJ,,273,3,,,16.8
315113,NJ,76.6,100,2,3.50905,0.25437,72
315115,NJ,134.4,160,3,3.63652,0.0809,34.4
315119,NJ,149.8,202,5,3.27934,0.06565,8
315120,NJ,84.1,108,3,3.59189,0.16229,24.8
315122,NJ,169.3,227,2,3.70452,0.10279,123.6
315124,NJ,99.9,106,4,2.56651,0.06801,6.4
315125,NJ,182.3,235,3,3.62029,0.06731,33.6
315126,NJ,164.1,182,2,3.26843,0.10656,46.4
315127,NJ,45.9,80,5,6.50742,2.15255,11.2
315128,NJ,164.2,180,2,3.7772,0.22118,56.8
315129,NJ,74.5,96,5,4.17481,0.175,12.8
315130,NJ,32.6,40,5,6.05184,0.82392,2.4
315131,NJ,123.8,180,5,3.67789,0.05649,19.2
315132,NJ,112,122,3,3.97916,0.37191,27.2
315133,NJ,84.8,114,4,4.2702,0.1599,24
315134,NJ,118.6,176,5,3.46079,0.04341,22.4
315135,NJ,104.1,118,4,3.4416,0.1272,26.4
315136,NJ,127.9,140,5,4.10881,0.36923,9.6
315137,NJ,131.5,154,2,3.88215,0.16561,39.2
315138,NJ,104.5,130,4,3.55492,0.13233,10.4
315140,NJ,126.4,138,2,,,49.6
315141,NJ,158.6,180,2,3.26814,0,43.2
315142,NJ,154.3,180,3,3.12636,0,36.8
315143,NJ,112.6,124,4,3.54705,0.17231,8.8
315144,NJ,15.4,24,5,8.25189,0.75113,8
315146,NJ,21.5,24,5,6.35815,0.80099,11.2
315147,NJ,121.9,185,2,3.30037,0.0544,141.8
315149,NJ,92.5,124,2,2.94902,0.08835,24
315151,NJ,,180,1,,,222.8
315152,NJ,103.6,128,5,3.94078,0.43203,23.2
315153,NJ,107.3,123,4,,,14.4
315157,NJ,193.6,287,4,3.63092,0.08173,32.8
315158,NJ,72,90,2,3.32101,0.07712,26.4
315159,NJ,286.3,300,3,2.78248,0.06377,30.4
315161,NJ,46.1,60,1,2.72243,0.36706,35.2
315164,NJ,59.7,69,5,3.82842,0.22856,16
315166,NJ,153.2,264,4,6.1635,0.04729,25.6
315171,NJ,206,215,5,3.20778,0.08408,12.8
315174,NJ,226.8,240,2,2.9895,0.1022,48.8
315176,NJ,103.4,180,2,3.51093,0.07428,44
315177,NJ,158.8,178,2,2.4138,0.09231,38.4
315178,NJ,180.8,215,2,3.37923,0,61.6
315179,NJ,105.2,120,5,4.5154,0.11559,11.2
315180,NJ,231.4,250,3,3.08434,0.08957,25.6
315182,NJ,140,148,5,4.02879,0.10797,14.4
315183,NJ,113.1,120,2,3.71096,0.12773,70.4
315185,NJ,129.3,174,1,3.84877,0.12748,44.8
315187,NJ,,240,2,,,35.2
315190,NJ,190.9,242,5,3.61011,0.13496,4.8
315192,NJ,113.3,120,5,3.58407,0.08206,11.2
315193,NJ,100.7,116,1,2.65972,0.11545,62.4
315194,NJ,138.6,151,5,3.5328,0,22.4
315195,NJ,99,130,5,3.95632,0.14611,14.4
315196,NJ,135.1,165,5,4.44792,0.09069,10.4
315198,NJ,116.1,122,4,3.43618,0.19772,16
315199,NJ,105,121,4,3.4272,0.0728,16
315200,NJ,208.1,240,4,3.79126,0.09805,15.2
315201,NJ,81.3,201,2,3.00013,0.09619,26.4
315202,NJ,137.3,153,2,3.2533,0.09633,28
315204,NJ,153.4,180,2,3.40497,0,47.2
315205,NJ,102.8,120,3,3.26745,0.14784,32.8
315206,NJ,94.4,120,1,2.3933,0.0805,73.2
315207,NJ,190.4,240,4,2.95764,0.04416,8
315209,NJ,202.2,220,2,3.48457,0.16217,55.2
315210,NJ,111.8,120,2,3.56541,0.19547,40
315212,NJ,,140,1,,,59.2
315213,NJ,137,148,5,3.12851,0.18773,7.2
315214,NJ,223.6,230,4,3.43915,0.11355,16
315215,NJ,135.4,137,5,4.48235,0.07895,4
315216,NJ,168.5,190,2,3.55722,0.09931,106.8
315217,NJ,110.5,120,3,3.62607,0.06849,24
315218,NJ,156.1,171,3,3.55266,0,36
315219,NJ,164,190,1,3.04951,0.04765,40
315221,NJ,105.4,120,3,3.43694,0.08931,36
315222,NJ,92.2,116,3,3.3222,0.13061,24
315223,NJ,158.4,180,4,3.20666,0.08671,23.2
315224,NJ,114.7,120,3,2.66598,0.0984,14.4
315225,NJ,156.5,180,2,3.24123,0.04642,298
315226,NJ,177.1,185,4,3.76116,0.09082,35.2
315228,NJ,96.7,120,4,3.6931,0.12684,16
315229,NJ,118.8,227,4,7.50977,0.08333,26.4
315231,NJ,174.3,190,2,3.94834,0,126.4
315233,NJ,168.2,180,4,4.04955,0.09323,37.6
315234,NJ,89.3,120,3,3.29577,0.07344,26.4
315235,NJ,119.1,131,2,3.05268,0.06556,163.2
315236,NJ,349.8,430,2,3.01791,0.0481,62.4
315237,NJ,,152,2,,,26.4
315239,NJ,40.4,46,5,6.33359,0.14077,4.8
315240,NJ,83.1,186,5,4.42606,0.25823,4
315243,NJ,153,167,4,3.61778,0.15607,34.4
315244,NJ,125.8,162,2,4.21127,0.07517,43.2
315245,NJ,109.8,120,4,4.06679,0.12549,37.6
315246,NJ,111.7,156,2,3.75426,0.2797,51.2
315247,NJ,133.6,180,5,3.46411,0.15769,17.6
315248,NJ,,543,3,,,24
315249,NJ,518.5,547,4,3.06102,0.15454,16
315251,NJ,97.3,120,5,4.73735,0.27572,0
315252,NJ,209.3,231,5,3.87956,0.25025,9.6
315253,NJ,103.3,120,5,5.01611,0.06752,2.4
315254,NJ,99.7,108,5,3.09845,0.07625,0
315255,NJ,142.2,180,3,3.15218,0.06718,24
315256,NJ,50.2,60,5,3.17086,0.2461,13.6
315257,NJ,152.4,180,1,4.28729,0.05419,122.4
315259,NJ,120.2,151,2,3.71,0.12196,48
315260,NJ,189.4,204,4,3.30656,0.06341,16
315261,NJ,153.2,201,2,3.78946,0.07315,79.6
315262,NJ,59.7,68,5,3.57743,0,20
315263,NJ,155,165,3,2.58891,0.04935,22.4
315264,NJ,91.8,120,4,3.36658,0.0687,22.4
315265,NJ,121,185,5,3.19829,0.17021,9.6
315266,NJ,163.1,190,3,3.82775,0.08998,24.8
315267,NJ,170.6,188,4,3.0759,0.07436,16
315268,NJ,112.6,122,5,3.79418,0,8
315269,NJ,,60,5,,,1.6
315271,NJ,,161,4,,,12.8
315273,NJ,109.3,120,5,3.41152,0.0634,8
315274,NJ,96.4,180,3,3.33642,0.13472,24.8
315275,NJ,100.5,120,5,3.43542,0.07947,1.6
315276,NJ,109.7,120,5,2.52804,0.15095,6.4
315279,NJ,210.3,280,2,3.23366,0.06034,74.4
315280,NJ,213.5,246,2,4.57677,0.08658,86.4
315282,NJ,115.3,132,3,2.90947,0.13467,16
315283,NJ,175.4,195,4,4.08452,0.13754,28.8
315284,NJ,97.4,120,4,3.1451,0.08288,22.4
315286,NJ,110.9,180,3,3.30909,0.1015,36.8
315288,NJ,171.3,234,4,2.81813,0.08288,13.6
315289,NJ,106.3,119,2,6.87512,0.29564,78.8
315290,NJ,225.2,240,5,3.31903,0,13.6
315291,NJ,140,170,2,2.6309,0.05677,80.4
315292,NJ,53.3,60,5,3.93947,0,20
315293,NJ,116.6,200,3,3.25531,0.13182,28.8
315294,NJ,111.9,180,2,4.21885,0.06205,41.6
315295,NJ,129.7,180,5,3.50832,0.17468,8
315297,NJ,47.1,60,4,3.52012,0.0928,23.2
315298,NJ,51,64,5,3.55827,0,4.8
315299,NJ,109.6,120,2,2.84461,0.16791,32
315300,NJ,198.1,260,5,4.06061,0.16121,16
315302,NJ,58,67,5,3.72611,0.13624,6.4
315303,NJ,252.4,283,5,,,11.2
315304,NJ,107.8,180,1,,,52
315305,NJ,152.9,179,1,3.00106,0.1257,40
315306,NJ,200.1,236,2,3.22958,0.09795,39.2
315307,NJ,235.6,247,5,3.83507,0.07427,13.6
315308,NJ,202.1,240,5,3.84999,0.13367,15.2
315309,NJ,148.7,180,5,3.82146,0.11982,20
315310,NJ,160.4,180,5,3.76167,0.26061,17.6
315311,NJ,56,60,5,2.93012,0.14607,9.6
315312,NJ,180.3,204,5,3.63013,0.10828,8.8
315313,NJ,93.6,104,5,4.17234,0.33029,3.2
315314,NJ,140,170,4,2.92459,0.05633,14.4
315316,NJ,112.2,120,3,3.28038,0.12332,32
315317,NJ,98.8,151,5,3.55148,0.07836,14.4
315318,NJ,48.9,51,5,4.27678,0.05247,12
315320,NJ,162.1,180,5,2.98796,0.08545,8
315321,NJ,104.2,140,3,3.46292,0.07511,25.6
315322,NJ,103.5,130,5,4.69571,0.23162,7.2
315324,NJ,143.8,215,4,3.46837,0.10063,23.2
315327,NJ,108.3,123,2,3.12456,0.12841,39.2
315328,NJ,142,161,5,3.38926,0.0955,10.4
315329,NJ,73.2,84,5,4.27341,0.39851,2.4
315330,NJ,142.5,150,4,3.23092,0.04819,18.4
315331,NJ,155,180,3,3.1423,0.09819,35.2
315332,NJ,100.1,136,5,3.56919,0.12245,16.8
315333,NJ,90.9,120,5,3.69775,0.13448,0
315335,NJ,193.2,209,4,3.21342,0.15032,15.2
315336,NJ,106,136,5,4.4398,0.14804,23.2
315337,NJ,71.3,74,5,3.90667,0,18.4
315338,NJ,152.2,180,5,4.63363,0.05203,19.2
315339,NJ,131.9,154,2,3.72183,0.26118,42.4
315340,NJ,136,151,4,3.40619,0.05896,9.6
315341,NJ,122.9,140,3,2.74931,0.17405,24
315342,NJ,124.3,137,5,4.65577,0.30777,0
315343,NJ,61.8,78,5,4.32094,0.04392,3.2
315344,NJ,184.5,215,2,3.69206,0.13469,39.2
315346,NJ,305.3,336,2,3.71832,0.07422,46.8
315347,NJ,58.1,66,4,3.25187,0.2199,22.4
315348,NJ,98.5,120,5,3.24139,0.14074,6.4
315349,NJ,51.2,62,3,3.66743,0.16048,24.8
315350,NJ,102.7,120,5,3.27956,0.13535,3.2
315351,NJ,24.5,30,2,5.20881,0.27235,154.6
315352,NJ,176.7,188,4,4.6727,0.17257,36
315353,NJ,120.7,154,5,3.59178,0.10787,16
315354,NJ,56,60,5,4.14137,0,17.6
315355,NJ,150.5,155,5,3.66366,0.06998,5.6
315356,NJ,44.4,54,5,5.43869,0.66753,3.2
315357,NJ,179.4,230,5,4.67688,0.22549,15.2
315358,NJ,160.6,180,4,3.33604,0.04462,9.6
315359,NJ,153.3,212,5,3.72837,0.07846,20
315360,NJ,138.5,155,5,3.59928,0.14052,0
315361,NJ,350.4,406,2,4.7118,0.02731,44
315362,NJ,73.9,94,4,3.51382,0.13139,28.8
315363,NJ,,64,4,,,20.8
315364,NJ,139.1,158,5,3.55726,0.12097,0
315365,NJ,138.9,147,5,3.50248,0.13356,3.2
315366,NJ,107.4,120,5,4.19033,0.28379,20.8
315367,NJ,215.4,265,3,3.39742,0.07695,32.8
315369,NJ,107.6,120,5,3.66883,0.2055,6.4
315370,NJ,147,180,3,2.85089,0.16569,31.2
315372,NJ,156.7,176,5,3.66763,0.07952,0
315374,NJ,27,32,5,3.95578,0.13013,12
315375,NJ,105.2,120,4,,,19.2
315376,NJ,287.8,298,5,3.6006,0.10485,10.4
315377,NJ,77.1,82,4,3.74746,0.10562,20
315378,NJ,96.2,105,4,3.39475,0.13593,16.8
315381,NJ,115.7,120,5,3.00221,0.08459,5.6
315383,NJ,32.8,35,5,,,8
315384,NJ,93.1,112,4,3.03611,0.07685,20
315386,NJ,100.1,120,2,3.7299,0.10354,45.6
315387,NJ,121.4,174,3,2.95339,0.06085,17.6
315388,NJ,40.4,41,5,5.42643,0.20363,8
315389,NJ,,18,5,,,0
315390,NJ,83.7,100,2,2.97881,0.16528,46.4
315392,NJ,37.7,40,5,8.04471,0.15772,6.4
315393,NJ,,180,3,,,28.8
315394,NJ,,60,3,,,26.8
315396,NJ,151.5,196,5,3.64654,0.1005,6.4
315397,NJ,113.3,135,4,3.43122,0.1064,24
315402,NJ,54.2,86,5,3.87819,0.05172,20.8
315404,NJ,,60,5,,,8.8
315405,NJ,56.7,60,5,3.35411,0,13.6
315409,NJ,26,34,5,4.10178,0.22081,7.2
315413,NJ,107.1,120,5,3.71724,0.18918,15.2
315414,NJ,66.9,100,2,3.36792,0.11854,63.2
315416,NJ,,77,3,,,14.4
315417,NJ,99.7,108,5,4.14076,0.13146,4
315418,NJ,63.5,67,5,4.19103,0.08797,0
315419,NJ,78.1,82,5,3.92778,0.06288,20
315421,NJ,116.9,128,5,3.57115,0.12692,7.2
315422,NJ,54,62,5,3.54014,0.25829,6.4
315423,NJ,188.9,218,3,3.303,0.06547,38.4
315425,NJ,174.2,200,5,3.89923,0.0776,16.8
315426,NJ,89.1,110,5,4.26777,0.43556,6.4
315427,NJ,,72,4,,,14.4
315429,NJ,30.9,33,5,4.18792,0,0
315431,NJ,14.2,17,5,6.87023,0,5.6
315433,NJ,122.3,130,5,3.56981,0.10285,8.8
315434,NJ,82.2,96,5,5.49031,0.24808,12
315435,NJ,76.3,70,3,3.62991,0.08144,21.6
315436,NJ,91.6,110,5,4.31259,0.11003,13.6
315437,NJ,86.7,123,1,3.68132,0.0896,52.4
315438,NJ,180.8,210,3,2.78373,0.14007,24.8
315439,NJ,,60,4,,,16.8
315441,NJ,26.3,29,5,4.49504,0.05759,0
315442,NJ,111.6,124,4,3.41473,0.15473,36
315443,NJ,22.2,26,5,5.44374,0.32211,10.4
315445,NJ,45.6,64,5,4.19631,0.30797,2.4
315448,NJ,58.1,60,4,3.45003,0.08522,32.8
315449,NJ,101.9,120,4,4.41559,0.24608,25.6
315451,NJ,109.6,120,5,4.42308,0.39659,12.8
315452,NJ,124.8,139,2,3.52874,0.1288,53.6
315453,NJ,147.5,180,2,3.59655,0.08826,40.8
315454,NJ,128.9,149,2,2.74701,0.11314,32.8
315455,NJ,120.6,149,2,2.94593,0.06624,55.2
315456,NJ,114.4,120,4,3.12279,0.10994,23.2
315457,NJ,43.7,66,5,5.35737,0.35706,2.4
315458,NJ,297.7,340,4,3.62192,0.0351,28.8
315459,NJ,293.8,328,1,,,39.2
315460,NJ,72.3,196,5,4.63736,0.58597,9.6
315461,NJ,119.4,128,4,4.05823,0.31644,35.2
315462,NJ,156.8,180,4,2.75692,0.08284,11.2
315463,NJ,119.6,130,5,3.48925,0.25349,12
315464,NJ,117.7,144,2,3.65366,0.41674,102.4
315465,NJ,124.6,127,4,2.84399,0.06814,11.2
315466,NJ,,37,4,,,10.4
315467,NJ,26.9,36,5,3.29051,0.04927,4.8
315468,NJ,100.6,118,5,3.2222,0.35394,4.8
315469,NJ,101.9,86,4,2.86678,0.06329,18.4
315471,NJ,,30,5,,,5.6
315472,NJ,105.4,132,5,3.95275,0.35449,16.8
315473,NJ,172.6,180,4,4.88445,0.1005,14.4
315476,NJ,288.1,334,5,3.40289,0.13318,22.4
315477,NJ,59,73,4,4.89201,0.43859,27.2
315478,NJ,14.6,20,5,6.71047,0.955,6.4
315479,NJ,59,76,3,3.93862,0.37021,33.6
315480,NJ,53.5,80,4,3.76171,0.1391,16.8
315482,NJ,59.8,65,5,4.90183,0.32517,8
315483,NJ,118.2,128,3,2.53425,0.06629,22.4
315485,NJ,95.9,138,5,4.03542,0.33384,4.8
315486,NJ,35.5,40,5,4.52574,0.34639,6.4
315487,NJ,80,100,4,3.83939,0.16832,27.2
315488,NJ,108,178,4,4.05241,0.23132,33.6
315490,NJ,19.1,25,4,,,7.2
315491,NJ,101.4,113,4,3.83827,0.1677,29.6
315492,NJ,92,117,2,3.83749,0.09486,78
315494,NJ,58.8,73,5,6.83654,0.33992,15.2
315495,NJ,26.9,30,5,6.48028,0.88815,12.8
315496,NJ,290.9,300,4,4.36101,0.02862,22.4
315497,NJ,77.2,120,5,4.49359,0.05887,22.4
315499,NJ,98.6,110,5,3.84528,0.13013,16.8
315500,NJ,87.7,120,3,3.46189,0.20934,37.6
315501,NJ,113.7,130,5,5.59436,0.89112,8
315502,NJ,100,128,3,4.39947,0.3276,35.2
315503,NJ,148.9,186,5,3.58612,0.12038,18.4
315504,NJ,131.7,151,5,2.74934,0.10244,8.8
315505,NJ,16.1,20,4,,,8
315506,NJ,100.6,120,2,3.57523,0.29216,40.8
315507,NJ,49.6,68,5,3.97443,0.2587,4.8
315508,NJ,103.8,120,2,3.28276,0.07691,40
315509,NJ,159.8,180,2,,,95
315510,NJ,114,126,5,4.95417,0.24705,3.2
315511,NJ,64.8,94,4,4.1383,0.26065,21.6
315512,NJ,11.1,15,5,7.36085,1.23051,16
315513,NJ,112.2,124,5,5.02561,0.47073,16.8
315514,NJ,77.5,106,2,2.91706,0.11741,41.6
315515,NJ,37.1,43,5,4.65738,0,11.2
315516,NJ,114.5,139,4,3.65994,0.11766,15.2
315517,NJ,117.2,124,2,5.61954,0.33577,41.6
315518,NJ,168.2,180,4,3.39773,0,18.4
315519,NJ,47,55,4,4.41622,0.36249,24
315520,NJ,102.7,148,4,3.66431,0.11765,18.4
315521,NJ,87.5,124,4,5.0389,0.89056,31.2
315522,NJ,32.2,98,,6.89854,0,.
315523,NJ,16.6,40,,7.97563,0.46938,.
315524,NJ,,190,,,,.
325030,NM,106.8,120,3,3.17329,0.12721,105.6
325032,NM,120,140,3,3.62661,0.06434,161.6
325033,NM,105.6,120,4,3.44611,0.07338,29.6
325034,NM,109.5,120,3,3.58638,0.1396,157.8
325035,NM,53.1,50,4,2.87126,0.04662,60
325036,NM,105.5,120,3,3.72563,0.15211,64.8
325037,NM,96.8,120,3,3.80603,0.09075,244.8
325038,NM,84.7,118,2,3.26938,0.07565,856.2
325039,NM,89.1,120,2,3.39955,0.08713,187.2
325040,NM,95.1,118,2,3.59324,0.13286,277.2
325042,NM,94,134,4,3.54462,0.0922,106.4
325043,NM,101.5,117,1,2.88795,0.07657,548.4
325044,NM,90.7,120,2,4.06025,0.1105,511.4
325045,NM,334.8,369,1,2.6679,0.04622,329.2
325047,NM,129.9,158,3,3.49962,0.10887,99.2
325048,NM,39.2,60,5,4.20097,0.19938,38.4
325054,NM,74.4,74,5,2.78471,0.09542,59.2
325056,NM,61.1,66,1,2.92704,0.11536,196.4
325057,NM,31.4,62,3,3.02389,0.05442,102.6
325058,NM,65.6,80,3,2.68068,0.1358,21.6
325059,NM,70,120,2,3.07097,0.08148,415.6
325060,NM,97.8,119,4,3.70186,0.04916,80.8
325061,NM,59.9,90,3,3.17893,0.12687,104
325062,NM,89,90,2,3.43426,0.08842,445.2
325064,NM,100,120,2,3.37179,0.07539,172.8
325065,NM,85.8,102,2,3.00131,0.04213,242.4
325066,NM,90.4,95,1,2.88254,0.08065,566
325067,NM,72.2,94,4,3.88777,0.13355,62.4
325068,NM,83.4,120,5,3.47505,0.092,43.2
325069,NM,124,134,5,3.64531,0.07148,43.2
325070,NM,96.3,102,2,3.11224,0.08968,273
325071,NM,77.7,88,1,3.28244,0.1106,253.2
325073,NM,55,66,3,3.07627,0.05247,166.8
325074,NM,85.4,117,2,3.74684,0.05461,251.6
325076,NM,50.6,70,4,3.48985,0.0161,40.8
325077,NM,65.2,90,4,3.32339,0.0617,16.8
325078,NM,88.3,104,4,4.08394,0.06582,142.2
325079,NM,44.1,66,1,1.72749,0.13728,231.8
325080,NM,,105,1,,,128.8
325083,NM,57,62,5,3.09136,0.04865,28
325084,NM,32.8,80,1,3.47564,0.22059,376.2
325085,NM,83.6,93,3,3.22114,0.07647,63.6
325086,NM,93.3,118,2,3.06915,0.13553,110.6
325087,NM,83.9,112,1,3.20486,0.11394,250.2
325091,NM,74.9,100,2,3.31372,0.09327,373.2
325092,NM,131.6,135,3,3.62374,0.05899,115.6
325100,NM,33.4,45,4,3.0212,0.24245,57.6
325101,NM,5.4,15,5,7.47954,0.67269,6.4
325102,NM,10.2,16,4,4.35853,0.50824,0
325103,NM,119,144,5,3.63589,0.13502,11.2
325104,NM,147.8,176,4,,,72
325105,NM,,102,2,,,208.6
325108,NM,56.3,62,2,3.26592,0.23563,181.8
325111,NM,26.8,30,4,5.44119,0.33627,106.4
325113,NM,91.6,101,2,3.39821,0.07165,94.4
325114,NM,63.8,80,5,2.98515,0.0163,7.2
325116,NM,33,40,4,3.7569,0,47.2
325117,NM,48.6,52,4,3.10075,0.14048,8
325118,NM,56.6,62,3,3.66828,0.13184,67.2
325119,NM,46.5,47,5,4.92076,0.66063,7.2
325120,NM,126.5,200,4,4.91634,0.06416,124
325121,NM,37.7,67,1,2.99974,0.21996,275.6
325122,NM,,20,1,,,147.2
325123,NM,65.1,85,4,3.97502,0.18915,22.4
325125,NM,128.4,178,3,3.55899,0.08967,76
325126,NM,105.9,120,3,3.28282,0.07009,99.2
325127,NM,121.6,136,2,2.62269,0.08118,172
325128,NM,56.5,65,3,3.21525,0,23.2
325129,NM,60.6,80,2,2.96786,0.20837,168.6
325130,NM,27,48,5,6.14958,0.16831,6.4
325131,NM,42.9,134,,4.28552,0,.
325214,NM,54.2,58,4,2.91239,0,23.2
3.20E+28,NM,28.8,37,5,5.85586,0,60
3.20E+33,NM,27.4,34,5,2.73015,0,7.2
335003,NY,88.9,100,4,3.25127,0.15229,13.6
335004,NY,79.3,92,2,3.16186,0.10517,73.6
335005,NY,111,131,3,3.40404,0.11512,32.8
